id,name,#,normalized name,parent,
427400320640231,The Fam,0,,Trash,
577086732338255,KMLA - Northwestern,0,,Trash,
577086705671591,KMLA - Northwestern,0,,Trash,
577086615671600,KMLA - Northwestern,0,,Trash,
577086602338268,KMLA - Northwestern,0,,Trash,
577086579004937,KMLA - Northwestern,0,,Trash,
575818152465113,NUSAF New Blood,0,,Trash,
592534814126780,Northwestern Tailgate Spirit Jerseys!,212,,Trash,
668630833183844,$15 off your groceries and free delivery from Instacart!,35,,Trash,
523840587662870,ì—”ìœ í”„ë¡œì íŠ¸,34,,Trash,
773577866022473,KANU ë†êµ¬ 14-15,18,,Trash,
383971638316433,Students For Stuff,18,,Trash,
499645483415714,"ë†€ì›¨ 1,2í•™ë…„ ë†êµ¬",16,,Trash,
359672394079691,Slut Hall,16,,Trash,
714123565301237,ìœ¤ë””ìœ¤ì„ ë„¤ ë¬´ë¸Œì•„ì›ƒì„¸ì¼,12,,Trash,
669143403132587,è¥¿åŒ—ç¶²çƒåŒå¥½æœƒ,0,,Trash,
664030883643839,We Will Squash You,0,,Trash,
662454060468188,Wolf Pack,0,,Trash,
626933290686932,WDBA,0,,Trash,
624074397639488,Us 5,0,,Trash,
623368461043415,Permeable Pavement for Ryan Field,0,,Trash,
621497197897208,Super duper late because facebook finally decided to let me make one,0,,Trash,
621190987927829,The Penthouse,0,,Trash,
612321968814731,SD - Double D,0,,Trash,
598611786852416,Illuminate.,0,,Trash,
595813113798950,The Breaking Bada$$es!,0,,Trash,
595813003798961,The Breaking Bada$$es!,0,,Trash,
595812877132307,The Breaking Badasses!,0,,Trash,
595812813798980,The Breaking Badasses!,0,,Trash,
585156491531279,The Kids Are All Right,0,,Trash,
585156431531285,The Kids Are All Right,0,,Trash,
577676705612591,The Iron Ducklings,0,,Trash,
527318610648401,Red Door,0,,Trash,
527078130672449,Team Rocket POWER,0,,Trash,
526624480717814,Los OboeriÃ±os,0,,Trash,
523690644344531,Team Swerve,0,,Trash,
522209271159335,äºŒä¸€äº”,0,,Trash,
522159867830942,compression pockets,0,,Trash,
503090329737896,The Lounge,0,,Trash,
485721401474789,music is life,0,,Trash,
483361078377488,KALABAW aka team domination,0,,Trash,
467056553341274,ë¯¼í˜• ì „ìš± ã……ã…ã……ã…,0,,Trash,
461465127233750,B.C.E.,0,,Trash,
461052077275055,ë©˜ë¶•ë…¸ìš°ëª¨ì–´,0,,Trash,
447749515271978,WITHOUT A DOUBT THE COOLEST CATS EVER,0,,Trash,
440426892670907,Bow Skwad,0,,Trash,
428316223881974,The Sweet Suite!,0,,Trash,
425533857493544,Dream Ticket,0,,Trash,
418008408246089,Allison Hall Triple,0,,Trash,
407325565981040,Apartment Awesomesauce,0,,Trash,
375691289144468,4410 Supply chain,0,,Trash,
359930707387193,Kayleen and Billy!,0,,Trash,
423468581033405,Shawnee's PA Group 2016,15,,Trash,
398564186857178,MBA,14,,Trash,
741188092594784,Group 38DD!,0,,Trash,
600968039950124,The First Floor Crew,0,,Trash,
441912299189033,Do You Believe?,24,,Trash,
528715177175411,Brothahood,17,,Trash,
532938930086369,âˆ‘N Scholarship Committee,0,,Trash,
383611771685753,Share surveys for classes/student groups,45,,Trash,
726381197408807,Sam and Scott's Fluffy Love Palace ft. Tamzia (sometimes),17,,Trash,
795259490520977,CI analysis,0,,Trash,
794877587225834,Films to watch,0,,Trash,
792463644133895,Charlie's Angels,0,,Trash,
783215781725348,Action Poop,0,,Trash,
782676985112561,IO,0,,Trash,
779013135478946,í•œêµ­ì–´ 215,0,,Trash,
774174285962831,The Internet is Imagined,0,,Trash,
774172679296325,The Theorists of Queer,0,,Trash,
772982219415371,#57,0,,Trash,
759625474084379,Super Troopers <3,0,,Trash,
746040785442848,The One A-Team,0,,Trash,
745099708870289,Forest Readin',0,,Trash,
720140471366213,Tongzhimen,0,,Trash,
713312385382355,Evanston BÎ“Î¦ads,0,,Trash,
704481446265449,DA ROOO,0,,Trash,
702289389817988,Remember Level 3???,0,,Trash,
700957043284556,AMADEUS FRIENDZ,0,,Trash,
698713796842214,Team SURFBORT,0,,Trash,
694090960637831,Joburg,0,,Trash,
692898394090421,P.R.A.I.S.E the roof,0,,Trash,
688774077836186,L,0,,Trash,
683310765049184,"""Word""",0,,Trash,
672383426141918,SB2014,0,,Trash,
