id,name,#,normalized name,parent,
621318177915110,NU tones,0,NU Tones,Student Organization/Club Groups,
445672128813050,NU Veg Exec,0,NU Veg,Student Organization/Club Groups,
443838662329730,NU Veg Society,72,NU Veg Society,Student Organization/Club Groups,
374412875938976,NU WiC,0,NU WiC,Student Organization/Club Groups,
792942027419390,NU World Cup Sponsorship Committee 2014-15,0,NU World Cup,Student Organization/Club Groups,
458396917540571,NU Worship-Club,26,NU Worship,Student Organization/Club Groups,
533990343314561,NUbian: Where Northwestern Women Flourish,0,NUbian,Student Organization/Club Groups,
664665033580424,NUCHR ISTANBUL 2014,0,NUCHR,Student Organization/Club Groups,
466575820056014,"Nicaragua, NUCHR 2013",0,NUCHR,Student Organization/Club Groups,
448584858521777,NUCHR Logistics '12-'13,0,NUCHR,Student Organization/Club Groups,
643325985714329,NUCT lower tactical council chamber,0,NUCT,Student Organization/Club Groups,
643325592381035,NUCT SUPER ALUM PAC,0,NUCT,Student Organization/Club Groups,
445513335495596,NUMT 1985 Chicago Bears,0,NUMT,Student Organization/Club Groups,
717264088320518,NUMUN Meiji,0,NUMUN,Student Organization/Club Groups,
609410952439166,NUMUN 2013 - 1990s NATO,0,NUMUN,Student Organization/Club Groups,
455274417852821,NUMUN,0,NUMUN,Student Organization/Club Groups,
787470034633256,NUMUN Crisis Staff,0,NUMUN,Student Organization/Club Groups,
684510031595924,NUPT Class of 2017,0,NUPT,Student Organization/Club Groups,
596059757107619,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059727107622,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059710440957,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059687107626,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059663774295,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059607107634,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
596059573774304,NUPT Class of 2015/2016 Social Committee,0,NUPT,Student Organization/Club Groups,
746659968714263,NUST Summer 14,0,NUST,Student Organization/Club Groups,
652634621450132,NUSWAG Writers Room,0,NUSWAG,Student Organization/Club Groups,
528510740529188,NUSWAG,14,NUSWAG,Student Organization/Club Groups,
806227779424148,NUvention: Web + Media winter/spring 2015,0,NUVention,Major,Course
785861724794087,NUVO,0,NUVO,Student Organization/Club Groups,
695134920533435,NUWC Team Brasil,0,NUWC,Student Organization/Club Groups,
777614145618845,NUWCS 2014-2015 <3,0,NUWCS,Student Organization/Club Groups,
529254683788127,NU in NYC,406,NYC,Location/Time Groups,
490705000976429,NU NY 2013,68,NYC,Location/Time Groups,
650656098314651,Winter JR in NYC,0,NYC,Location/Time Groups,
394084303971833,Northwestern '12 in NYC,0,NYC,Location/Time Groups,
728648230515437,GPhi Study Abroad: NYC,0,NYC,Location/Time Groups,
726156780764582,New York Summer 2014,0,NYC,Location/Time Groups,
742509162462677,NYC MEETUP,0,NYC,Location/Time Groups,
358783590835238,Off Campus,177,Off Campus,Residence,
410540705659526,NU2016 Ohio Meet-Up,0,Ohio,Location/Time Groups,
593105067403088,Awesome Freshmen,0,PA Group,Trash,
591566924223569,Best PA Group Ever!!!,0,PA Group,Trash,
591566894223572,Best PA Group Ever!!!,0,PA Group,Trash,
587594271287501,Nick's PA Group(iez),0,PA Group,Trash,
585953578118237,Lynne Kiesling's F2013 Freshman Seminar & Advising,0,PA Group,Trash,
585115578202037,Sowa's PA Group!,0,PA Group,Trash,
584812078232387,Connie's PA Group!,0,PA Group,Trash,
583859801660948,PA Group 2013-2014,0,PA Group,Trash,
583680541678874,PA Group Love,0,PA Group,Trash,
580126632034265,THE GREATEST PA GROUP IN THE WORLD <3,0,PA Group,Trash,
579712268742368,Rachel's PA GROUP 2013,0,PA Group,Trash,
579710518742543,Diana's rockin PA group,0,PA Group,Trash,
574158292631099,NU PA Group,0,PA Group,Trash,
572493412797587,Alyssa's Pa Group!,0,PA Group,Trash,
570599559653639,Kedric's Most Excellent PA Group,0,PA Group,Trash,
568640799849515,Andrew's Group of Eloquent and Awe-Inspiring Persons,0,PA Group,Trash,
567377916642470,PA Group 2013-2014,0,PA Group,Trash,
566851180028477,WHERE THE WILDCATS ARE (Jim & Piku's PA Group),0,PA Group,Trash,
437496992963897,SESP PAs [the coolest kidz on campus],0,PA Group,Trash,
765231050190488,PA Group 2014,0,PA Group,Trash,
765230913523835,PA Group 2014,0,PA Group,Trash,
765230866857173,PA Group 2014,0,PA Group,Trash,
763307290382864,PA Group!!,0,PA Group,Trash,
763127353734191,PA Group 2014,0,PA Group,Trash,
760012587379001,#ALWAYSFlawless PA Group 2014-2015,0,PA Group,Trash,
759470730766520,The PA Group,0,PA Group,Trash,
759091520804441,CMags' PA group,0,PA Group,Trash,
756834034363523,PA Group 106!!!!,0,PA Group,Trash,
756546087725651,PA GROUP!,0,PA Group,Trash,
755306807849579,Rachel's PA Group 2014,0,PA Group,Trash,
753824264664500,Evan's PA Group of Undeniably Awesome People,0,PA Group,Trash,
745665352147058,PA GROUP 2018 <3,0,PA Group,Trash,
740193339360926,(North)west Side Story aka Our PA Group!,0,PA Group,Trash,
742420355804891,Lauren's Peer Advisee MEGA GROUP!,0,PA Group,Trash,
788322647881328,Manya's Squad,0,PA Group,Trash,
676346119078982,PA class of 2016,0,PA Group,Trash,
678256118887982,Sonia's Clique,0,PA Group,Trash,
426196700760593,The Legit PA group,0,PA Group,Trash,
424559730924290,the loveliest PA group ever,0,PA Group,Trash,
424330260947237,Elizabeth's PA Group 2012-2013,0,PA Group,Trash,
424247917622138,Best PA Group: The Politics of International Law,0,PA Group,Trash,
423829487663981,WORLDS BEST PA GROUP 2012!!!!,0,PA Group,Trash,
418077574905839,WW LOVE- Part of the PA Family,0,PA Group,Trash,
416571181723145,DAT PA GROUP,0,PA Group,Trash,
416346048412325,Three's Company: NU's Greatest PA Group,0,PA Group,Trash,
415719291808334,Chris's PA Group!,0,PA Group,Trash,
415478281832435,Sam's PA Group,0,PA Group,Trash,
429435190436744,Jesse's PA Group 2012,0,PA Group,Trash,
429204780459785,Kiesling's F2012 Freshman Seminar & Advising,0,PA Group,Trash,
427869787259951,BEST PA GROUP EVER.,0,PA Group,Trash,
427328783980718,PA Group!,0,PA Group,Trash,
426455817401348,Freshman Seminar: How to Become an Expert in Roughly 10 Weeks,0,PA Group,Trash,
425764997470430,Witte's 2012 Freshman Seminar,0,PA Group,Trash,
424546130925650,Maria's Peer Adviser Group!,0,PA Group,Trash,
420437151336548,Sanjana's new posse,0,PA Group,Trash,
781966548516938,PARC IM Sports,20,PARC,Residence,
749849468395313,PARC (Public Affairs Residential College) 2014-2015,0,PARC,Residence,
567555789958016,PARC 2013-2014,0,PARC,Residence,
457582204288709,PARC KICK ASS DM TEAM,0,PARC,Residence,
568047989908796,PARC (Public Affairs Residential College),11,PARC,Residence,
362686610444936,PARC,11,PARC,Residence,
792417110805215,PARC Dance Marathon Team,0,PARC,Student Organization/Club Groups,
358763230837274,PASA,12,PASA,Student Organization/Club Groups,
687781367935457,2014 Peer Advisers!!!,0,Peer Advisors,Student Organization/Club Groups,
359087574138173,Performance Studies,13,Performance Studies,Majors,
566756136704648,Peru SA 2013,0,Peru,Location/Time Groups,
701940166519577,New Member PHA 2014,0,PHA,Greek,
620430924670502,Northwestern Phi Alpha Delta,0,Phi Alpha Delta,Greek,
492401400806789,Phi Delta Epsilon Illinois Gamma,0,Phi Delt,Greek,
364032663643664,Phi Iota Tau,12,Phi Iota Tau,Greek,
362764403770490,Phi Kappa Psi Fraternity,103,Phi Kappa Psi,Greek,
358769724169958,Phi Mu Alpha,0,Phi Mu Alpha,Greek,
497997996913796,Phi Sigma Pi Zeta Omicron Gamma Class,0,Phi Sigma Pi,Greek,
657684230945171,PhiDE Social Programming,0,PhiDE,Student Organization/Club Groups,
657622574284670,PhiDE Medical Programming,0,PhiDE,Student Organization/Club Groups,
692165124163748,PhiDE IM Soccer,0,PhiDE,Student Organization/Club Groups,
429549197092010,The Philanthropists [HR],0,Philanthropists,Student Organization/Club Groups,
366805260033071,Philanthropy Chairs 12-13,17,Philanthropy,Student Organization/Club Groups,
358809784165952,Philosophy,0,Philosophy,Majors,
446167462096850,Phoenix LIFE Group,0,Phoenix LIFE,Student Organization/Club Groups,
358745494172381,Physics,26,Physics,Majors,
362613063785624,Pi Beta Phi,78,Pi Beta Phi,Greek,
539864492727146,Pi Phi Evanston Summer 2013,0,Pi Phi,Greek,
378802195500044,Pi Phi Summer in Evanston 2012!,0,Pi Phi,Greek,
685030484877212,Pi [Phi] Delt Relay for Life 2014!,0,Pi Phi,Greek,
674449999268594,SAE & Pi Phi Paddy Murphy Team,0,Pi Phi,Greek,
678160052230922,Ping Pong,0,Ping Pong,Student Organization/Club Groups,
359007307479533,Plex,20,Plex,Residence,
801512853228974,Points for a Purpose DORM REPS 2014-15,0,Points for a Purpose,Student Organization/Club Groups,
767622443284682,Texas Hold'em,20,Poker,Student Organization/Club Groups,
358725527507711,Political Science,192,Political Science,Majors,
387734477940149,Predictive Analytics,42,Predictive Analytics,Majors,
537490386297890,NU Undergraduate Premedical Society,117,Premedical Society,Student Organization/Club Groups,
610804205633174,Project RISHI 2013-14,0,Project Rishi,Student Organization/Club Groups,
454716677908595,Project RISHI Northwestern Chapter,0,Project RISHI,Student Organization/Club Groups,
359030950810502,Project ShoutOUT,11,Project ShoutOUT,Student Organization/Club Groups,
695220277191566,PROMPT Staff 2014-2015!,0,PROMPT,Student Organization/Club Groups,
652953358084925,Psychology Study Group,0,Psychology,Major,Course
599409806772614,Psychology of Food,0,Psychology,Major,Course
777785465601713,Allison Social Psych Class Fall 2014,0,Psychology,Major,Course
358481424198788,Psychology,304,Psychology,Majors,
485134911533438,THE Official NU Puerta Vallarta Villa Krew,48,Puerta Vallarta,Student Organization/Club Groups,
583768691670059,Spring Break Puerto Vallarta 2014,0,Puerto Vallarta,Location/Time Groups,
450190001694596,NU Puerto Vallarta Spring Break 2013,0,Puerto Vallarta,Location/Time Groups,
730292743684319,Northwestern PWild 2014,89,PWild,Student Organization/Club Groups,
421434274570169,PWild 2012 :),58,PWild,Student Organization/Club Groups,
561105317269730,Northwestern PWild 2013,0,PWild,Student Organization/Club Groups,
507432959303633,Spring Break in Qatar,0,Qatar,Location/Time Groups,
652009661512628,Queerios,0,Queerios,Student Organization/Club Groups,
617992438247684,Quest DM Team!!,0,Quest,Student Organization/Club Groups,
372684369445160,Quidditch: Hoop and Field building team,0,Quiddtich,Student Organization/Club Groups,
759463594100567,BM2 RAs 2014-2015!!,0,RA,Residence,
684899171557010,2014-2015 RA Staff Team,0,RA,Residence,
486526688060927,A/AASA Student Group Events,322,"Radio, Television, and Film",Student Organization/Club Groups,
399003913479872,RAGE FRIENDSHIP,0,RAGE,Student Organization/Club Groups,
358683180845279,Rainbow Alliance,168,Rainbow Alliance,Student Organization/Club Groups,
548847658495496,RCB VPs 2013-2014,0,RCB,Residence,
525042127542716,RCB FULL BOARD LOCKED AND LOADED,0,RCB,Residence,
363370383709892,RCB Academic and Alumni Affairs,0,RCB,Residence,
359111920802405,ReFresH Dance Crew,179,ReFresH Dance Crew,Student Organization/Club Groups,
660080424038885,Relay For Life of NU 2013-2014 Committee!,0,Relay for Life,Student Organization/Club Groups,
702335336480060,RHA Programming Committee,0,RHA,Student Organization/Club Groups,
693883560658571,NU RHA General Assembly 2014,21,RHA,Student Organization/Club Groups,
797402330306693,RHA Social Chairs,0,RHA,Student Organization/Club Groups,
766247686755491,Robotics 2014-2015,0,Robotics Club,Student Organization/Club Groups,
718398064873787,NU Robotics Club,0,Robotics Club,Student Organization/Club Groups,
422426631137600,Rogers House 2016,13,Rogers House,Residence,
745123415534585,Rogers House 2014-2015,0,Rogers House,Residence,
634191713294423,Rogers House 2013-2014,0,Rogers House,Residence,
445154255531504,Nortwestern Novice Womens Rowing,0,Rowing,Student Organization/Club Groups,
771487996231460,RSG 2014 Alumni Inc.,0,RSG,Student Organization/Club Groups,
504156562964606,Merged Tribe,0,RTVF,Major,Course
358750427505221,RTVF,323,RTVF,Majors,
520105064703089,RTVF in CA!,49,RTVF,Majors,
600311693349092,Northwestern Running Club 2013-14,0,Running,Student Organization/Club Groups,
425311334182463,Ryan Scholars,67,Ryan Scholars,Student Organization/Club Groups,
358687627511501,Club Sailing,24,Sailing,Student Organization/Club Groups,
616402138406714,Sandra Marquez Acting Studio Class of 2016,0,Sandra Marquez,Student Organization/Club Groups,
358716220841975,Sargent Hall,53,Sargent,Residence,
564364323610496,Sargent Hall 2013 - 2014,0,Sargent,Residence,
743362659043994,Sargent Hall 2014-2015,0,Sargent,Residence,
613203448726583,Freshmen SASA 2013,0,SASA,Student Organization/Club Groups,
790154174364842,SASA Freshmen 2014-2015,0,SASA,Student Organization/Club Groups,
759156204131306,SAW 2014,0,SAW,Student Organization/Club Groups,
570362743010654,SAW 2013,0,SAW,Student Organization/Club Groups,
435559146491015,S.A.W.,0,SAW,Student Organization/Club Groups,
435559093157687,S.A.W.,0,SAW,Student Organization/Club Groups,
402198599827070,SAW 2012,0,SAW,Student Organization/Club Groups,
520550537991875,Theatre Majors 2017,0,School of Communications,School Groups,
358690254177905,Science in Human Culture,25,Science in Human Culture,Majors,
358685724178358,"Radio, Television, and Film",316,Sciences,Majors,
717207091659551,Sciences Po Exchange 2014,0,Sciences Po Exchangw,Student Organization/Club Groups,
628084610571800,Kellogg SCUBA Club,12,Scuba Club,Student Organization/Club Groups,
358742080839389,Secondary Education,31,Secondary Education,Majors,
525156557531273,SESP Certificate of Civic Engagement 2013,0,SESP,School Groups,
372178082829122,SESP Honors 2012-13,0,SESP,School Groups,
447392318641031,Settlers of Catan Club,16,Settlers of Catan,Student Organization/Club Groups,
445137232199873,SGC SQUAD,0,SGC,Student Organization/Club Groups,
379192745460989,SHAPE [Internal],0,SHAPE,Student Organization/Club Groups,
798091880237738,SHAPE Babies 2015,0,SHAPE,Student Organization/Club Groups,
749068725140054,SHARC Staff 2014-2015,0,SHARC,Residence,
532912616755667,SHARC Swing Dancing,0,SHARC,Residence,
453576388022624,Students@Sheil,194,Sheil,Student Organization/Club Groups,
552971951416400,First Night @ Sheil 2013 Volunteers,0,Sheil Catholic Center,Student Organization/Club Groups,
578217375558524,Shelton ITLP Interns '13,0,Shelton ITLP,Location/Time Groups,
578217315558530,Shelton ITLP Interns '13,0,Shelton ITLP,Location/Time Groups,
358644684182462,Shepard Residential College,233,Shepard,Residence,
398010473579216,Shepard Residential College 2012-2013,147,Shepard,Residence,
440397326007197,Shepard textbooks,67,Shepard,Residence,
608878825825712,Shepard Residential College- 1st Floor,0,Shepard,Residence,
602949109752017,Shepard 2nd Floor,0,Shepard,Residence,
561610030552592,Shepard Residential College 2013-2014,0,Shepard,Residence,
523989917647937,Shep Exec 13-14,0,Shepard,Residence,
732526623460931,Shepard Residential College 2014-2015,0,Shepard,Residence,
793728984007361,Shepard Dance Marathon Team 2015!!!!,0,Shepard,Residence,
788651881181738,Shepalum monthly bar night,0,Shepard,Residence,
774252915954968,Shepard 4th Floor 2014-2015,0,Shepard,Residence,
617124868334441,Shrek the Musical,0,Shrek,Student Organization/Club Groups,
534087749971487,Ladies In Red SAI,0,Sigma Alpha Iota,Greek,
359149717465292,Sigma Alpha Iota,0,Sigma Alpha Iota,Greek,
388179241229006,SAI Summertime,23,Sigma Alpha Iota,Greek,
727252120655048,SAI Summer 2014,21,Sigma Alpha Iota,Greek,
362565240457073,Sigma Chi Omega Chapter,0,Sigma Chi,Greek,
662689937111267,Sigma Nu Candidate Education Committee,0,Sigma Nu,Greek,
662599363786991,Sigma Nu Candidates 2014,0,Sigma Nu,Greek,
653499494696978,Sigma Nu Executive Board 2014-2015,0,Sigma Nu,Greek,
635420249838236,Sigma Nu HoopSquad,0,Sigma Nu,Greek,
617576931622568,Sigma Nu Brotherhood Committee,0,Sigma Nu,Greek,
526316997415229,Sig Nu Engineers '16,0,Sigma Nu,Greek,
774625879251005,Sigma Nu Community Service,0,Sigma Nu,Greek,
697791926934401,Sig Nu Softball,0,Sigma Nu,Greek,
695460043834256,Sigma Nu PR Committee,0,Sigma Nu,Greek,
674790059234588,A Tradition Unlike Any Other: Sigma Nu Engineering,0,Sigma Nu,Greek,
360429420670655,Ski Team,17,Ski Team,Student Organization/Club Groups,
670973482949579,Cross Country Ski Team,0,Ski Team,Student Organization/Club Groups,
358667504180180,Slivka Hall,114,Slivka,Residence,
467455093301420,Project Slivka Get Big,0,Slivka,Residence,
732622440118016,Slivka Residential College 2014-2015,0,Slivka,Residence,
597460933634168,SMQ IN Soccer,0,SMQ,Residence,
598672980179630,NU Women's Club Soccer 2013-2014,0,Soccer,IM Sports,
501911419855787,ISA World Cup 2013: Team Spain,0,Soccer,IM Sports,
364008743646056,NU Soccer Squad,0,Soccer,IM Sports,
461041200609476,Pick-up Soccer,34,Soccer,Student Organization/Club Groups,
358654864181444,Social Policy,49,Social Policy,Majors,
359453560768241,Sociology 302,0,Sociology,Major,Course
358726504174280,Sociology,12,Sociology,Majors,
597359123644349,2013 Sociology Graduate Cohort,0,Sociology,Majors,
362203643826566,NU Solar Car Team,0,Solar Car,Student Organization/Club Groups,
483674708346125,South Africa 2013,0,South Africa,Location/Time Groups,
358682844178646,South Mid Quads,23,South Mid Quads,Residence,
364126296967634,SMQ,0,South Mid Quads,Residence,
782131975167062,SPAC Lifeguards 2014-15,0,SPAC,Student Organization/Club Groups,
600003630046565,Spanish 125-0!,23,Spanish,Major,Course
784285138285079,Espanol 121,11,Spanish,Major,Course
661453667234894,Spanish 330,0,Spanish,Major,Course
523658381014424,Spanish 207,0,Spanish,Major,Course
450142215032708,Spanish Project,0,Spanish,Major,Course
446550742058522,Spanish 125 project group,0,Spanish,Major,Course
362680843778846,Northwestern Speech Team,13,Speech Team,Student Organization/Club Groups,
791124380934488,Spoon Marketing!,0,Spoon,Student Organization/Club Groups,
659697214077206,Spring Break Underclassmen,0,Spring Break,Location/Time Groups,
534059003307695,Spring 2013 Bigs <3,0,Spring Break,Location/Time Groups,
523586724354923,Weird Beliefs - Spring 2013,0,Spring Break,Location/Time Groups,
805798842800375,PC SPRING BREAK 15,0,Spring Bring,Location/Time Groups,
534425813271014,Northwestern Women's Club Squash,0,Squash,IM Sports,
786454988068094,STITCH Fundraising,0,ST,Student Organization/Club Groups,
526142950765967,Stat 342,0,Statistics,Major,Course
358694300844167,Statistics,15,Statistics,Majors,
610039692376292,Â¡AMP STAT 2013!,0,Statististics,Major,Course
604664232913838,STITCH writers 2013-2014,0,STITCH,Student Organization/Club Groups,
679356228777971,STITCH Exec 2014,0,Stitch,Student Organization/Club Groups,
528878167159112,Northwestern StoryCorps,0,StoryCorps,Student Organization/Club Groups,
777595015620758,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777593598954233,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777593248954268,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777534482293478,Studio 20Q Grant Recipients 1,0,Studio 20Q,Student Organization/Club Groups,
777534365626823,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777533615626898,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777533528960240,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
777533248960268,Studio 20Q Grant Recipients,0,Studio 20Q,Student Organization/Club Groups,
530233597023569,SUMMERTIME,15,Summer,Location/Time Groups,
725818094131784,Summer Social Scene,0,Summer,Location/Time Groups,
720726027974324,Summer Squash,0,Summer,Location/Time Groups,
394127630634167,Summer Chillin 2012,146,Summer,Location/Time Groups,
395805047133092,Summer '12!,80,Summer,Location/Time Groups,
697238523656408,Northwestern in D.C. Summer 2014,65,Summer,Location/Time Groups,
726754257371501,Summer 2014 in Evanston,47,Summer,Location/Time Groups,
533542346692694,Summer Studs 2013!,0,Summer,Location/Time Groups,
402552296458367,Evanston Summer 2012,0,Summer,Location/Time Groups,
730632443650349,2014 Summer Conference Assistants,0,Summer Conference Assistans,Student Organization/Club Groups,
729555187091408,Summer fun in Chicago,0,Summer fun in Chicago,Location/Time Groups,
626898094023785,2013-2014 Fifth Years,13,Super Seniors,Graduation Year,
497609090286020,Superbowl Extravaganza!,0,Superbowl,Location/Time Groups,
653996201313974,Thurs 7 SD,0,Sustained Dialogue,Major,Course
696050723775188,SD Spring 2014,0,Sustained Dialogue,Student Organization/Club Groups,
694781210568806,Sustained Dialogue Spring 2014,0,Sustained Dialogue,Student Organization/Club Groups,
672862202760707,D&I Committee,0,Sustained Dialogue,Student Organization/Club Groups,
659627820750812,The Most Awesomest SD Group Ever,0,Sustained Dialogue,Student Organization/Club Groups,
651748881538706,Sustained Dialogues Wed 6-730,0,Sustained Dialogue,Student Organization/Club Groups,
616776718369256,Tuesday 7pm SD,0,Sustained Dialogue,Student Organization/Club Groups,
529856323727963,Sustained Dialogue - Wednesday 7-8:30,0,Sustained Dialogue,Student Organization/Club Groups,
527366093976986,SUSTAINED DIALOGUE NU!!!,33,Sustained Dialogue,Student Organization/Club Groups,
608823952497866,Sustained Dialogue,0,Sustained Dialogue,Student Organization/Club Groups,
779269742119952,SD Fall 2014,0,Sustained Dialogue,Student Organization/Club Groups,
779051768808416,SD Fall 2014,0,Sustained Dialogue,Student Organization/Club Groups,
700935473286713,SD Winter Quarter 2014 Doing Big Things,0,Sustained Dialogues,Student Organization/Club Groups,
691313634248897,Sustained Dialogue Spring 2014 Monday!,0,Sustained Dialogues,Student Organization/Club Groups,
452633604783569,Swabs 4 Life,0,Swab,Student Organization/Club Groups,
574077005972561,The Sweet Life at NU,0,Sweet Life,Student Organization/Club Groups,
665885800125014,Synthesis Project- Exercise Following Stroke,0,Synthesis Project,Student Organization/Club Groups,
708353055878288,TAMID at Northwestern,0,Tamid,Student Organization/Club Groups,
358772894169641,TASC,34,Tasc,Student Organization/Club Groups,
486323811414548,Technology of Energy,61,Technology of Energy,Student Organization/Club Groups,
635434656503462,TEDxNorthwesternU 2014,0,TEDxNorthwestern,Student Organization/Club Groups,
359774204069510,Tennis,15,Tennis,Student Organization/Club Groups,
547576895289239,THAILAND,0,Thailand,Location/Time Groups,
801574683222791,THE Augustana Archive,0,THE Augustana Archive,Student Organization/Club Groups,
367923266587937,The Flipside,0,The Flipside,Student Organization/Club Groups,
442660532447543,The Gentlemen,0,The Gentlemen,Student Organization/Club Groups,
362987187081545,The Panini Players,17,The Panini Players,Student Organization/Club Groups,
682749841771943,The Tone Deafs,0,The Tone Deafs,Student Organization/Club Groups,
358663300847267,Theatre,640,Theatre,Majors,
496318340415095,SWUTs,0,Theta,Greek,
363986770314920,Theta Chi,0,Theta Chi,Greek,
521359571244305,Tough Mudder Training,0,Tough Mudder,Student Organization/Club Groups,
777181525662107,Tour Guides 14-15!,0,Tour Guides,Student Organization/Club Groups,
555809094466019,SUMMER 2013 TOUR GUIDES,0,Tour Guides,Student Organization/Club Groups,
399454433434820,Northwestern University Transfers 2012-2013,0,Transfers,Student Organization/Club Groups,
364495336930730,Northwestern Triathlon Club,21,Triathlon,Student Organization/Club Groups,
616838451696416,Tridelt & SAE DM 2014!,0,Tridelt,Greek,
491711500875779,Tuba Quartet,0,Tuba,Student Organization/Club Groups,
790198717693721,Tuba Quartet!,0,Tuba,Student Organization/Club Groups,
804586659588260,Tufaan 2015 Team,0,Tufaan,Student Organization/Club Groups,
777759648937628,Turbo Finance Group 8,0,Turbo Finance,Major,Course
367815963265334,Turkish Student Association,62,Turkish Student Association,Student Organization/Club Groups,
695139913866269,Turtle Tug Prize Committee,0,Turtle Tug,Student Organization/Club Groups,
363914263655504,Ultimate Frisbee,11,Ultimate Frisbee,Student Organization/Club Groups,
496708033709459,NU does ULTRA,0,ULTRA,Student Organization/Club Groups,
802439779802948,UNICEF Marketing & PR,0,UNICEF NU,Student Organization/Club Groups,
795586583821601,UNICEF NU,0,UNICEF NU,Student Organization/Club Groups,
759159300797663,NU Grads of Utah,0,Utah,Location/Time Groups,
626859407360987,VagMon 2014,0,VagMon,Student Organization/Club Groups,
528911693822426,Veep Group,0,Veep,Student Organization/Club Groups,
394146417298955,The Velvet Rope Book Club,0,Velvet Rope Book Club,Student Organization/Club Groups,
714803018566625,Veracity Staff,0,Veracity,Student Organization/Club Groups,
419754324738164,Vocal Performance/Economics,0,Vocal Performance,Majors,
706127939434133,Northwestern University Voice & Opera Class of 2018,0,Voice & Opera,Majors,
358684717511792,Voice and Opera Performance,103,Voice and Opera Performance,Majors,
361942997185964,Men's Club Volleyball 2013,0,Volleyball,IM Sports,
358614064185524,Women's Club Volleyball,14,Volleyball,IM Sports,
704627959584131,VSA NU,29,VSA,Student Organization/Club Groups,
654919671221627,Waa8,0,Waa8,Student Organization/Club Groups,
740661539314106,WASH RA Staff 2014-2015,0,WASH,Residence,
728180247228902,Water Catz,0,Water Catz,Student Organization/Club Groups,
421922967854633,Water Catz!! Freshie Sophomore FB Group MUAH!,0,Water Catz,Student Organization/Club Groups,
621099927936935,Weinberg Student Advisory Board 2013-2014,0,Weinberg,School Groups,
436149913098605,WIKI -E. Garfield Park,0,WIKI -E,Student Organization/Club Groups,
604665572913704,2013 Wildside road trip to Wisconsin,0,Wildside,Student Organization/Club Groups,
770542549659338,Wildside Sponsorship Team 2014-2015,0,Wildside,Student Organization/Club Groups,
358695270844070,Northwestern Wildside,21,Wildside,Student Organization/Club Groups,
471694389544157,Wildsiders at Gator Bowl!,13,Wildside,Student Organization/Club Groups,
602101246503470,Willard Tennis 2013-2014,0,Willard,Residence,
358623297517934,Willard Residential College,251,Willard,Residence,
732502196796707,Willard 2014-2015,0,Willard,Residence,
600836593296602,3rd Floor Willardites 2017!,0,Willard,Residence,
556886107691651,Willard 2013-2014,0,Willard,Residence,
525934644120131,Boards of Willard (Not Canada),0,Willard,Residence,
787456634634596,Willard IR Study Group,0,Willard,Residence,
756345004412426,Wine Wednesdays,0,Wine,Student Organization/Club Groups,
500260713354191,Boobwinestern,23,Wine,Student Organization/Club Groups,
619856384727956,Women's Chorus,0,Women's Chorus,Student Organization/Club Groups,
772823692764557,Woo the First,0,Woo,Student Organization/Club Groups,
525912274122368,WOO CENTRAL BOARD,0,Woo,Student Organization/Club Groups,
507080856005510,WOOSHACK EXEC SUCKAHH,0,Woo,Student Organization/Club Groups,
359237110789886,Wrestlepocalypse,27,Wrestlepocalypse,Student Organization/Club Groups,
529259997120929,WRESTLEPOCALYPSE VII,0,Wrestlepocalypse,Student Organization/Club Groups,
364555320258065,Wrestling,12,Wrestling,Student Organization/Club Groups,
595353163844945,"Get off your ass, Xi '13",0,Xi,Greek,
540423832671212,Xi in NYC - Summer '13,0,Xi,Greek,
723485264365067,Xi in NYC - Summer 14,0,Xi,Greek,
530328147014114,ZBT Studies Abroad,0,ZBT,Greek,
446987025348227,ZTA Bio 216!,0,Zeta Tau Alpha,Greek,
789795537734039,Zooz Fellows 2014-2015,0,Zooz,Student Organization/Club Groups,
628953377151590,NU Pre-PT Society,0,,Majors,
754928627887397,Josh Xu Fan Club,0,,Trash,
753928441320749,#Values Fantasy League 2014,0,,Trash,
451960574850872,Wed/Fri Group II,0,,Trash,
363085653738365,School year 2014,0,,Trash,
619675894746005,Poster,0,,Trash,
618868784826716,Presentation,0,,Trash,
602845033095758,GROUP TWOOOOOOOOO,0,,Trash,
621318567915071,NU tones,0,,Trash,
621318391248422,NU tones,0,,Trash,
521068284606767,NU freshman BITCHEZZ!,0,,Trash,
521068251273437,NU freshman BITCHEZZ!,0,,Trash,
492354524144810,Best Pledge Fam,0,,Trash,
